state	screen_width	screen_height	button	sample	x	y	result	first_hit	handler
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	0	619.33	659.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	1	562.13	602.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	2	676.53	602.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	3	562.13	716.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard	4	676.53	716.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/TreeCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	0	100.67	457.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	1	43.47	400.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	2	157.87	400.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	3	43.47	514.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	4	157.87	514.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
